BusinessEntityID,CreditCardID,ModifiedDate
933,19181,Jul  1 2011 12:00AM
935,15798,Jul  1 2011 12:00AM
937,10915,Jul 31 2012 12:00AM
939,706,May 30 2013 12:00AM
941,4662,Jun 30 2013 12:00AM
943,5710,May 30 2012 12:00AM
945,9386,Jun 30 2013 12:00AM
947,1699,Jun 30 2012 12:00AM
949,16754,Jul 31 2012 12:00AM
951,8850,May 30 2012 12:00AM
953,5868,May 30 2012 12:00AM
957,14803,Jun 30 2012 12:00AM
959,6191,Oct  1 2011 12:00AM
961,451,Jun 30 2012 12:00AM
963,11815,Jul  1 2011 12:00AM
965,5609,Oct 31 2011 12:00AM
969,18316,Jul  1 2011 12:00AM
971,15711,Jun 30 2013 12:00AM
973,4835,Jul  1 2011 12:00AM
975,16976,Jun 30 2012 12:00AM
977,10100,Jul 31 2012 12:00AM
979,12102,Jul  1 2011 12:00AM
981,8672,May 30 2012 12:00AM
983,18930,Jul 31 2013 12:00AM
985,10662,Jun 30 2012 12:00AM
987,7667,Jun 30 2012 12:00AM
989,12582,Jul 31 2013 12:00AM
991,2780,Jun 30 2012 12:00AM
993,17978,Jul 31 2013 12:00AM
995,3367,Aug 30 2013 12:00AM
997,8552,Aug  1 2011 12:00AM
999,15432,Jul 31 2013 12:00AM
1001,8217,May 30 2012 12:00AM
1003,5347,Jul 31 2013 12:00AM
1009,13366,Jul  1 2011 12:00AM
1011,15682,Oct 31 2011 12:00AM
1013,14140,Jul 31 2012 12:00AM
1015,7845,Aug  1 2011 12:00AM
1017,18153,May 31 2011 12:00AM
1019,6291,Jul 31 2013 12:00AM
1021,12279,Jul  1 2011 12:00AM
1023,2274,Jun 30 2013 12:00AM
1025,17324,Jul 31 2012 12:00AM
1027,10004,Jun 30 2012 12:00AM
1029,13694,Jun 30 2013 12:00AM
1031,14559,Jul  1 2011 12:00AM
1033,6881,Jun 30 2012 12:00AM
1035,8399,May 30 2013 12:00AM
1037,9314,Jul 31 2013 12:00AM
1039,18097,Jul 31 2012 12:00AM
1041,6535,Jul 31 2013 12:00AM
1043,14030,May 31 2011 12:00AM
1045,16281,May 31 2011 12:00AM
1047,13699,Aug 30 2012 12:00AM
1049,11886,May 31 2011 12:00AM
1051,6183,Jun 30 2012 12:00AM
1053,12371,May 30 2013 12:00AM
1055,16905,Jul  1 2011 12:00AM
1059,7719,May  1 2014 12:00AM
1061,18495,Jul 31 2012 12:00AM
1063,4432,Jul 31 2012 12:00AM
1065,18418,Aug  1 2011 12:00AM
1067,6083,Jun 30 2012 12:00AM
1069,17621,Jun 30 2012 12:00AM
1071,11888,May 30 2013 12:00AM
1073,12030,Jul 31 2012 12:00AM
1075,14790,Jul 31 2013 12:00AM
1077,8482,Jul 31 2013 12:00AM
1079,14234,Jul 31 2013 12:00AM
1081,11056,Aug  1 2011 12:00AM
1083,13939,Jul 31 2013 12:00AM
1085,1417,May 31 2011 12:00AM
1087,12299,Jun 30 2013 12:00AM
1089,10234,Jul  1 2011 12:00AM
1091,4443,Jul 31 2012 12:00AM
1093,18493,Jun 30 2013 12:00AM
1095,1402,May 31 2011 12:00AM
1099,7001,May 30 2013 12:00AM
1101,5279,Jun 30 2012 12:00AM
1105,8479,Oct 30 2012 12:00AM
1107,12177,Jul  1 2011 12:00AM
1109,7089,Jul 31 2013 12:00AM
1111,8043,Jul  1 2011 12:00AM
1113,9617,Jul 31 2012 12:00AM
1115,18675,Jun 30 2012 12:00AM
1117,6646,Dec  1 2011 12:00AM
1119,5651,Jan 29 2012 12:00AM
1121,59,Jun 30 2013 12:00AM
1125,16665,Jul  1 2011 12:00AM
1127,10520,Aug 30 2012 12:00AM
1129,7831,Jun 30 2013 12:00AM
1131,10899,Jul 31 2012 12:00AM
1133,11840,Jul  1 2011 12:00AM
1135,8991,Jul  1 2011 12:00AM
1137,11679,May 30 2012 12:00AM
1139,4218,Jun 30 2013 12:00AM
1141,19174,Jun 30 2012 12:00AM
1143,14219,May  1 2014 12:00AM
1145,17174,May 30 2013 12:00AM
1147,8882,Aug  1 2011 12:00AM
1149,5102,Jul 31 2012 12:00AM
1151,18419,May 30 2013 12:00AM
1153,11744,May 30 2012 12:00AM
1155,15771,Jun 30 2012 12:00AM
1157,5434,Jul 31 2013 12:00AM
1159,10909,Jul 31 2013 12:00AM
1161,11984,May 30 2012 12:00AM
1163,8663,Jul  1 2011 12:00AM
1165,9212,Jul 31 2013 12:00AM
1167,12808,Jul 31 2012 12:00AM
1169,18707,Aug  1 2011 12:00AM
1171,2668,Jan 28 2013 12:00AM
1173,2470,Jul  1 2011 12:00AM
1175,9540,Aug 31 2011 12:00AM
1177,3586,Jul 31 2013 12:00AM
1181,2364,Jul  1 2011 12:00AM
1183,5093,May 31 2011 12:00AM
1185,13693,May 31 2011 12:00AM
1187,5215,Jul 31 2012 12:00AM
1191,11072,Jul  1 2011 12:00AM
1195,5424,May 30 2013 12:00AM
1197,9949,May 30 2013 12:00AM
1199,3815,Jun 30 2012 12:00AM
1201,10191,Jun 30 2012 12:00AM
1203,11215,Aug  1 2011 12:00AM
1205,806,May 31 2011 12:00AM
1209,12107,Jun 30 2013 12:00AM
1211,18428,Oct 30 2012 12:00AM
1213,9973,Jul  1 2011 12:00AM
1215,1553,Jul 31 2012 12:00AM
1217,16978,Jul 31 2012 12:00AM
1219,15927,Jun 30 2012 12:00AM
1223,18480,Jul  1 2011 12:00AM
1227,7475,Jul  1 2011 12:00AM
1229,8,Jun 30 2013 12:00AM
1231,1318,Jun 30 2013 12:00AM
1233,13779,May 30 2012 12:00AM
1235,14606,Jun 30 2012 12:00AM
1237,4552,Jun 30 2013 12:00AM
1239,267,May 31 2011 12:00AM
1241,5754,Jun 30 2012 12:00AM
1243,16253,Aug  1 2011 12:00AM
1245,16654,Oct 31 2011 12:00AM
1247,686,Jul 31 2013 12:00AM
1249,55,Jul 31 2013 12:00AM
1251,15105,Jun 30 2013 12:00AM
1253,13064,Jun 30 2012 12:00AM
1255,19043,May 30 2012 12:00AM
1257,5220,Aug  1 2011 12:00AM
1259,8091,Jul 31 2013 12:00AM
1261,12228,Jun 30 2013 12:00AM
1265,2504,Jun 30 2012 12:00AM
1269,5343,Jul  1 2011 12:00AM
1271,4272,Jun 30 2013 12:00AM
1273,13784,Jul 31 2012 12:00AM
1275,6280,Jun 30 2013 12:00AM
1277,10623,Jul 31 2012 12:00AM
1279,15648,Oct  1 2011 12:00AM
1281,8219,Jul 31 2013 12:00AM
1283,7764,Jul 31 2013 12:00AM
1285,9054,Jul 31 2013 12:00AM
1287,18047,Oct 30 2012 12:00AM
1289,5570,Jun 30 2012 12:00AM
1291,1298,Jun 30 2013 12:00AM
1293,5661,May 30 2012 12:00AM
1295,12933,Aug  1 2011 12:00AM
1297,3015,Jul 31 2013 12:00AM
1299,15144,Jun 30 2013 12:00AM
1301,14487,May 30 2013 12:00AM
1303,13035,Jun 30 2013 12:00AM
1305,17455,Jul 31 2013 12:00AM
1307,8033,Aug  1 2011 12:00AM
1309,6777,Jul  1 2011 12:00AM
1311,14454,Jul  1 2011 12:00AM
1315,7380,Jun 30 2012 12:00AM
1317,953,Jul 31 2013 12:00AM
1319,6981,Jun 30 2012 12:00AM
1321,5110,Aug  1 2011 12:00AM
1323,11814,Jul 31 2012 12:00AM
1325,2436,Jun 30 2012 12:00AM
1327,18364,Jun 30 2012 12:00AM
1329,15483,Jul 31 2012 12:00AM
1331,13712,Jul  1 2011 12:00AM
1333,5668,Jul 31 2012 12:00AM
1335,371,Jul 31 2012 12:00AM
1337,10163,May 31 2011 12:00AM
1339,4851,Jul 31 2012 12:00AM
1341,7182,Jul 31 2013 12:00AM
1343,3274,Jul  1 2011 12:00AM
1345,17036,Jul 31 2012 12:00AM
1349,8103,Jul  1 2011 12:00AM
1351,15735,Jul 31 2013 12:00AM
1353,9277,Jul 31 2013 12:00AM
1355,3788,Aug  1 2011 12:00AM
1357,19011,Aug  1 2011 12:00AM
1361,13420,Jul  1 2011 12:00AM
1363,7454,Aug  1 2011 12:00AM
1365,14535,May 30 2013 12:00AM
1367,15138,Jul 31 2012 12:00AM
1369,15018,Jul 31 2013 12:00AM
1371,15875,Aug 31 2011 12:00AM
1373,10370,May 31 2011 12:00AM
1375,14542,Jul 31 2012 12:00AM
1377,1866,Jul 31 2012 12:00AM
1379,1260,Jun 30 2013 12:00AM
1381,13088,Dec 31 2013 12:00AM
1383,8719,Jun 30 2013 12:00AM
1385,16132,Jul 31 2012 12:00AM
1387,15784,May 30 2012 12:00AM
1391,16704,Oct 31 2011 12:00AM
1393,15555,Jun 30 2012 12:00AM
1395,8235,Jun 30 2013 12:00AM
1397,3157,Jun 30 2012 12:00AM
1399,12198,Jun 30 2012 12:00AM
1403,7898,May 30 2013 12:00AM
1405,9855,Jul  1 2011 12:00AM
1407,5033,Sep 30 2012 12:00AM
1409,2687,Jun 30 2012 12:00AM
1411,10453,Sep 30 2012 12:00AM
1413,7176,May 31 2011 12:00AM
1415,16439,Jun 30 2012 12:00AM
1417,10456,May 31 2011 12:00AM
1419,4871,Jun 30 2013 12:00AM
1421,10395,Jun 30 2012 12:00AM
1423,15977,Jun 30 2012 12:00AM
1425,14895,Jul 31 2012 12:00AM
1427,3600,May 30 2012 12:00AM
1429,6156,May 30 2012 12:00AM
1431,18946,Aug 30 2013 12:00AM
1433,106,Jun 30 2013 12:00AM
1435,15448,Aug  1 2011 12:00AM
1437,4842,Jul  1 2011 12:00AM
1439,17341,Jun 30 2013 12:00AM
1441,10139,Jul 31 2013 12:00AM
1443,14153,Jul 31 2012 12:00AM
1447,18744,Apr 30 2013 12:00AM
1449,5690,Jun 30 2012 12:00AM
1453,18831,Oct  1 2011 12:00AM
1455,4459,Oct  1 2011 12:00AM
1457,11652,Oct  1 2011 12:00AM
1459,7347,Oct 31 2011 12:00AM
1461,17185,Jun 30 2013 12:00AM
1463,1642,Jun 30 2013 12:00AM
1465,7029,Sep 30 2012 12:00AM
1467,3904,Jun 30 2012 12:00AM
1469,17239,May 30 2012 12:00AM
1471,12550,Jul 31 2012 12:00AM
1473,6536,Jul 31 2013 12:00AM
1475,14152,Jun 30 2013 12:00AM
1477,18386,Oct  1 2011 12:00AM
1479,3453,Jun 30 2012 12:00AM
1481,7672,Jun 30 2013 12:00AM
1483,6295,Jul 31 2013 12:00AM
1485,2082,Jun 30 2012 12:00AM
1489,17982,Jul 31 2013 12:00AM
1699,16578,Jul 31 2013 12:00AM
1700,15455,May  5 2014 12:00AM
1701,3243,Mar  6 2012 12:00AM
1702,1133,Sep 26 2011 12:00AM
1703,1188,Mar 17 2012 12:00AM
1704,2853,Jan 14 2012 12:00AM
1705,7649,Sep 27 2013 12:00AM
1706,6018,Jun 15 2014 12:00AM
1707,11094,Jul 11 2013 12:00AM
1708,4739,Jan  1 2014 12:00AM
1709,1994,Apr 17 2014 12:00AM
1710,1643,Jul 11 2012 12:00AM
1711,1934,Feb  9 2014 12:00AM
1712,7916,Aug  2 2012 12:00AM
1713,18844,Nov 28 2013 12:00AM
1714,10306,Jun 18 2014 12:00AM
1715,1433,Dec  7 2013 12:00AM
1716,1016,May  1 2014 12:00AM
1717,11004,Mar  2 2014 12:00AM
1718,9627,Mar 23 2014 12:00AM
1719,9055,Mar 15 2012 12:00AM
1720,2236,Jul  9 2012 12:00AM
1721,13828,Sep 10 2013 12:00AM
1722,18395,Apr  8 2013 12:00AM
1723,17144,Dec  8 2013 12:00AM
1724,9954,Sep  1 2012 12:00AM
1725,4694,Dec 26 2013 12:00AM
1726,6476,Jan  6 2014 12:00AM
1727,15706,Nov 23 2013 12:00AM
1728,17100,Dec 23 2013 12:00AM
1729,18632,Jan 16 2013 12:00AM
1730,17334,Feb 28 2012 12:00AM
1731,17851,May 31 2014 12:00AM
1732,10732,Dec 21 2011 12:00AM
1733,2352,Aug 31 2013 12:00AM
1734,12836,Feb 18 2014 12:00AM
1735,4285,Jun 15 2012 12:00AM
1736,3767,May  3 2013 12:00AM
1737,847,Aug 31 2013 12:00AM
1738,3571,Sep  6 2013 12:00AM
1739,92,Feb 11 2014 12:00AM
1740,18914,Dec  8 2012 12:00AM
1741,15389,Jan 31 2014 12:00AM
1742,5233,Feb 17 2014 12:00AM
1743,1405,Jul 21 2013 12:00AM
1744,15322,Mar 28 2014 12:00AM
1745,3396,Aug 30 2011 12:00AM
1746,749,Mar 27 2013 12:00AM
1747,11533,Dec 14 2013 12:00AM
1748,5229,May 20 2014 12:00AM
1749,8309,Jul 10 2013 12:00AM
1750,2583,May  6 2013 12:00AM
1751,3819,Mar 20 2014 12:00AM
1752,8584,Feb 23 2014 12:00AM
1753,7245,Mar 20 2014 12:00AM
1754,17325,Sep  2 2013 12:00AM
1755,9850,May 27 2012 12:00AM
1756,18892,Jul 25 2012 12:00AM
1757,15055,Dec  7 2012 12:00AM
1758,14908,Nov 26 2013 12:00AM
1759,9669,Nov 14 2013 12:00AM
1760,13682,Jul  5 2013 12:00AM
1761,16311,Jan 28 2014 12:00AM
1762,3868,Dec 20 2013 12:00AM
1763,7563,Jan 27 2014 12:00AM
1764,18984,May 15 2014 12:00AM
1765,2457,Oct 30 2013 12:00AM
1766,2911,Apr 25 2014 12:00AM
1767,9143,May  2 2014 12:00AM
1768,8711,Aug  3 2012 12:00AM
1769,16746,Sep 16 2011 12:00AM
1770,10049,Oct 24 2011 12:00AM
1771,9675,May 14 2014 12:00AM
1772,483,Nov  1 2013 12:00AM
1773,6545,Nov 27 2013 12:00AM
1774,17398,Oct 26 2012 12:00AM
1775,7173,Apr 15 2014 12:00AM
1776,5363,May  3 2013 12:00AM
1777,1488,Jul 13 2013 12:00AM
1778,14282,Sep 21 2013 12:00AM
1779,8017,Jan  5 2014 12:00AM
1780,17136,May 20 2013 12:00AM
1781,9580,May 23 2014 12:00AM
1782,4183,Mar 12 2013 12:00AM
1783,13094,Jun 13 2014 12:00AM
1784,15584,Feb 21 2012 12:00AM
1795,18037,Jun 30 2012 12:00AM
1797,5089,Jul 31 2012 12:00AM
1801,17263,Jun 30 2012 12:00AM
1803,15453,Jul 31 2013 12:00AM
1805,11599,Dec 31 2012 12:00AM
1807,10713,Jul 31 2013 12:00AM
1809,895,Jul 31 2013 12:00AM
1811,2058,Jun 30 2013 12:00AM
1813,5065,Jun 30 2013 12:00AM
1815,6546,Jul 31 2012 12:00AM
1817,13951,Jul 31 2013 12:00AM
1821,18656,May 30 2012 12:00AM
1823,2666,Dec 31 2012 12:00AM
1825,8784,May 30 2012 12:00AM
1827,10628,Jul  1 2011 12:00AM
1829,13971,Jul 31 2012 12:00AM
1831,18354,Jun 30 2012 12:00AM
1833,2658,Jun 30 2012 12:00AM
1835,9506,Jul 31 2012 12:00AM
1837,4626,Sep 30 2012 12:00AM
1839,14928,May 30 2012 12:00AM
1841,4304,Jul 31 2012 12:00AM
1843,1651,Jul 31 2012 12:00AM
1845,18825,May 30 2013 12:00AM
1849,13349,May 31 2011 12:00AM
1851,1446,Jul 31 2013 12:00AM
1855,14226,Jun 30 2013 12:00AM
1857,14975,Jun 30 2012 12:00AM
1859,1896,Jul  1 2011 12:00AM
1861,1324,May 30 2012 12:00AM
1863,3088,Oct  1 2011 12:00AM
1865,14595,Jun 30 2013 12:00AM
1867,15155,Jun 30 2012 12:00AM
1869,2318,Jun 30 2013 12:00AM
1871,9141,Jun 30 2013 12:00AM
1873,1444,Jun 30 2013 12:00AM
1875,11685,Apr 30 2012 12:00AM
1877,1862,May 30 2012 12:00AM
1879,2880,Jul 31 2013 12:00AM
1881,3980,May 31 2011 12:00AM
1883,7079,Aug  1 2011 12:00AM
1885,5666,Jul 31 2013 12:00AM
1887,15177,May 30 2013 12:00AM
1889,17491,Jul 31 2013 12:00AM
1891,10343,Jul 31 2013 12:00AM
1893,5804,Jun 30 2013 12:00AM
1895,18260,Jul  1 2011 12:00AM
1897,2571,May 30 2012 12:00AM
1899,4941,Jul  1 2011 12:00AM
1901,9959,Jun 30 2012 12:00AM
1903,1772,Jun 30 2013 12:00AM
1905,206,Oct 30 2013 12:00AM
1909,8263,Jul 31 2013 12:00AM
1911,10928,Oct 30 2013 12:00AM
1913,10305,Jul 31 2013 12:00AM
1915,3653,Jul 31 2012 12:00AM
1917,2519,May 31 2011 12:00AM
1923,12671,Jun 30 2012 12:00AM
1925,10156,Jun 30 2013 12:00AM
1927,11119,Jul 31 2013 12:00AM
1929,17915,Aug  1 2011 12:00AM
1931,4385,Jul 31 2013 12:00AM
1933,7126,Aug  1 2011 12:00AM
1935,6005,Jul  1 2011 12:00AM
